order_id,product_id,email_client,quantity,order_date,shipping_status
968,7,ibridgenqv@1und1.de,32,2021-03-19,0
969,7,thammantqw@irs.gov,48,2021-04-29,0
970,7,soronanqx@ucoz.com,37,2021-04-18,0
971,2,akeverenqy@mac.com,38,2021-02-03,0
972,3,ahueyqz@upenn.edu,50,2021-02-05,0
973,4,cclaydonr0@home.pl,28,2021-05-04,0
974,5,rbowler1@ihg.com,47,2021-02-28,0
975,1,lsadryr2@unicef.org,30,2021-04-30,0
976,1,rslaneyr3@wikispaces.com,25,2021-03-08,0
977,5,dcordovar4@sun.com,11,2021-03-30,0
978,6,sfyersr5@salon.com,12,2021-02-18,0
979,2,tmaudsleyr6@mashable.com,37,2021-03-18,0
980,7,rcurmer7@issuu.com,39,2021-03-09,0
981,2,okasbyer8@google.com.hk,43,2021-02-17,0
982,4,hcissonr9@shareasale.com,1,2021-02-26,0
983,10,dpriestleyra@umich.edu,47,2021-02-18,0
984,1,amaylamrb@nsw.gov.au,13,2021-04-01,0
985,7,rwanellrc@nba.com,47,2021-04-03,0
986,5,rscaddenrd@redcross.org,39,2021-01-26,0
987,7,jlunnonre@wordpress.org,33,2021-04-24,0
988,9,cgurdonrf@si.edu,40,2021-02-28,0
989,6,keasomrg@state.tx.us,14,2021-01-06,0
990,7,grodellrh@kickstarter.com,21,2021-01-17,0
991,10,smanhoodri@cloudflare.com,16,2021-04-25,0
992,9,lnutteyrj@pagesperso-orange.fr,43,2021-04-04,0
993,9,paddessrk@elegantthemes.com,41,2021-02-03,0
994,9,oeisakrl@list-manage.com,10,2021-01-31,0
995,8,yisakowiczrm@wufoo.com,23,2021-01-06,0
996,2,bvedyashkinrn@sina.com.cn,49,2021-05-03,0
997,9,mwickhamro@cargocollective.com,11,2021-01-12,0
998,4,dstookrp@statcounter.com,24,2021-03-15,0
999,7,atandeyrq@ebay.co.uk,1,2021-04-09,0
1000,9,lmaudettrr@google.co.uk,4,2021-04-20,0
